facility,region,specialties,procedures,equipment,capabilities,numberDoctors,capacity
Ghana Canada Medical Care,,['internalMedicine'],[],[],"['Identified as a hospital', 'Located in Accra, Ghana']",,
Ghana Canada Medical Centre,,"['cardiology', 'gynecologyAndObstetrics', 'pediatrics', 'internalMedicine', 'nephrology', 'generalSurgery', 'radiology']","['Offers cardiovascular services', 'Offers eye clinic services', 'Offers obstetrics & gynecology services', 'Offers dialysis services', 'Offers dietetics services', 'Offers ENT services', 'Offers immunization services', 'Offers ANC/PNC services', 'Offers general consultation services']",[],"['Operates 24/7 including holidays', 'Provides 24/7 general care', 'Has operated for 15 years', 'Is a private healthcare facility', 'Employs a multidisciplinary approach to patient care', 'Provides services to outpatients and inpatients']",,
Ghana consolidated diamond hospital-E/r Akwatia G.C.D,,"['internalMedicine', 'emergencyMedicine']",[],[],"[""Includes an emergency department (Emergency Room) as indicated by 'E/r' in the hospital name Ghana consolidated diamond hospital-E/r Akwatia G.C.D""]",,
Ghana Dental Care,Accra,['dentistry'],"['Provides treatment for dental problems including cavities and tooth decay', 'Offers general dental care services']",[],"['Based in Accra, Ghana']",,
Ghana Police Hospital,,"['internalMedicine', 'emergencyMedicine', 'anesthesia', 'dentistry', 'gynecologyAndObstetrics', 'pathology', 'pediatrics', 'radiology', 'generalSurgery']",[],[],"['Provides 24-hour emergency services', 'Established in 1976', 'Offers healthcare to members of the Ghana Police Service and their families, as well as the general public', 'Includes departments such as Accident & Emergency, Anaesthesia, Dentistry, Internal Medicine, Obstetrics and Gynaecology, Pediatrics, Psychiatry, Radiology, and Surgery']",,
Ghana Primewood Clinic,Takoradi,['internalMedicine'],[],[],[],,
Ghana Rubber Estate Clinic,,['internalMedicine'],['Offers general clinic services'],[],"['NHIS accredited', 'Government-owned clinic']",,
Ghana-Canada Medical Centre,,['internalMedicine'],[],[],"['Operates as a hospital in East Legon, Accra, Ghana']",,
Ghanuba Hospital,,['internalMedicine'],[],[],"['Offers internal medicine services', 'Open 24/7 (Always open)']",,
"Ghapoha Hospital Takoradi, Ghana",,['internalMedicine'],[],[],"['Ghapoha Hospital Takoradi, Ghana is a medical and health facility', 'Page status is always open', 'Page created on June 20, 2016', '329 people checked in here', '10 people like this', '10 people follow this']",,
Glado Clinic Dental Practice,Western Region,['dentistry'],"['Offers General Dentistry services', 'Provides Emergency Dentistry services', 'Conducts Invisalign (Orthodontic clear aligners) treatments', 'Performs Root Canal Therapy', 'Executes Tooth Extractions', 'Carries out Wisdom Surgical Extractions (oral surgery)', 'Creates Crowns', 'Constructs Bridges', 'Furnishes Dentures (Complete and Partial)', 'Applies Veneers', 'Conducts Teeth Cleaning', 'Utilizes Composite Fillings', 'Uses Amalgam Fillings', 'Implements Onlays and Inlays', 'Applies Dental Sealants', 'Performs Oral Cancer Screening', 'Conducts Incision and Drainage procedures', 'Offers Full Mouth Restoration', 'Provides Bruxism Nightguards', 'Delivers Oral Surgery services', 'Educates on Oral Health', 'Offers Emergency Dental Care']",['Uses Digital X-Ray imaging system'],"['Offers a full array of dental services including General Dentistry, Emergency Dentistry, and Cosmetic Dentistry', 'Provides specialized services in Pediatric Dentistry, Periodontics, and Orthodontics']",,
Glado Clinic Ltd - Dental Practice,,['dentistry'],"['Performs root canal therapy with post and core buildup', 'Restores teeth with resin bonding as temporary', 'Plans final crown restoration']",[],"['Offers family dental care', 'General dentistry practice']",,
Glee Diagnostic Centre,,"['radiology', 'pathology']",[],[],['Provides medical imaging and laboratory services'],,
"GLITZ Medical Center — Tse Addo, Accra, Ghana",,['internalMedicine'],[],[],['Offers internal medicine services'],,
Global Dialysis Centre,,['nephrology'],['Identified as a dialysis clinic'],[],['Specializes in nephrology'],,
"Global Evangelical Mission Hospital - Apromase, Ghana",,"['gynecologyAndObstetrics', 'generalSurgery', 'internalMedicine']","['Offers general care services', 'Provides maternity services', 'Performs surgical services']",[],"['Serves the Apromase community since 1996', 'Member of the Christian Health Association of Ghana', 'Offers community-based healthcare']",,
Global Medical Centre,Greater Accra,['internalMedicine'],[],[],[],,
Gloria Memorial Clinic,,['internalMedicine'],[],[],['Offers internal medicine services'],,
Gloria Memorial Hospital,Ashanti,['internalMedicine'],[],[],[],,
GloryLine Dental Services,,['dentistry'],[],[],"['Operates as a general dentistry practice', 'Maintains an online presence at glorylinedentalservices.com']",,
God Cares Community Hospital,,['internalMedicine'],[],[],[],,
God's Glory Hospital ( Kronom ),,['internalMedicine'],[],[],"['Located in Kumasi, Ghana.', 'Status: Always open.', 'Page creation date: January 12, 2012.', 'Has 48 likes.', 'Has 48 followers.', 'Has 990 check-ins.']",,
Godly Favoured Eye Care Centre - Abeka Junction - Tesano,,['ophthalmology'],"['Performs comprehensive eye examinations by certified optometrists using standard tests per the Ghana Optometric Association', 'Conducts glaucoma surgery', 'Offers laser eye surgery', 'Performs cataract surgery', 'Provides vision correction services', 'Conducts oculoplastic surgery', 'Performs vitreo-retinal surgery']",[],"['Has 20 years of experience in eye care', 'Employs 12 qualified optometrists/doctors', 'Operates 4 service centers', 'Served over 31,000 happy patients']",,
Godly Favoured Eye Care Centre - Mecham House - Lapaz,,['ophthalmology'],"['Conducts eye examinations by certified optometrists', 'Performs glaucoma surgery', 'Offers laser eye surgery', 'Performs cataract surgery', 'Provides vision correction services', 'Conducts oculoplastic surgery', 'Performs vitreoretinal surgery']",[],"['Specializes in ophthalmology', 'Offers services for both children and adults', 'Has 12 qualified doctors on staff', 'Serves over 31,000 happy patients', 'Provides free repairs and maintenance of lenses and frames as after sales support']",,
Gomoa Obuasi Clinic,,['internalMedicine'],[],[],"['Operates as a hospital', 'Has 24/7 operating hours']",,
GPHA Clinic,,['gynecologyAndObstetrics'],[],[],"['Offers gynecology and obstetrics services', 'Provides otolaryngology services', 'Delivers urology services', 'Has 24/7 operation with 7 days a week availability', 'Bed capacity of 52, expandable to 70 for mass casualty/trauma', 'Employs 5 permanent doctors and has two locum slots']",,
Grace Homeopathic Clinic,,[],[],[],[],,
Grace-Care Laboratory Services and Supplies,,['pathology'],"['Offers tests for stomach upset investigations', 'Offers routine laboratory tests']",[],['Provides quality laboratory services'],,
Greater Accra Regional Hospital,,"['nephrology', 'pediatrics', 'radiology', 'emergencyMedicine', 'pathology']","['Provides renal dialysis treatment', 'Offers neurosurgery services', 'Provides spine health services', 'Offers ophthalmology services', 'Provides radiology services', 'Offers laboratory services', 'Provides pharmaceutical services', 'Offers outpatient services', 'Provides child health services', 'Offers accidents and emergency services', 'Provides mortuary services', 'Offers mental health services', 'Provides maxillofacial services', 'Offers specialized dental services']",[],"['Provides 24-hour emergency and inpatient services', 'Serves as a practical attachment site for educational institutions including Accra College of Medicine', 'Offers secondary to tertiary level care', 'Described as one of the leading hospitals in Ghana providing tertiary services']",,
Green Hill Natural Health Centre,,[],['Offers treatment for natural health diseases'],[],['Described as a health centre'],,
Greenshield Hospital Wiawso,Western North,"['internalMedicine', 'orthopedicSurgery', 'generalSurgery', 'emergencyMedicine']","['Performs orthopedic surgery', 'Performs general surgery', 'Conducts medical diagnostic procedures and screenings']",[],"['Licensed by HEFRA under the Ghana Ministry of Health to provide quality healthcare in the Western North Region', 'Offers 24/7 medical services', 'Emergency department provides emergency services', 'Operates Greenshield Hospitals in Sefwi Bekwai and Sefwi Wiawso']",,
Greenville Hospital,,['internalMedicine'],[],[],"['Has 16 beds', 'Opened in September 2016', 'Located in Tema Community 25 on the Accra-Aflao road']",,
Gut Care Ghana,,"['pediatrics', 'pathology']","['Offers colon hydrotherapy sessions conducted by a certified and licensed colon hydrotherapist.', 'Detoxification and advanced tissue cleansing packages include cleansing of gall bladder, spleen, blood, liver, kidneys, and pancreas.', 'Offers naturopathic health consultations.', 'Provides massage therapy.', 'Offers reflexology.', 'Conducts iridology.', 'Provides regenerative nutrition services.', 'Offers detoxification programs for weight management and overall detoxification.', 'Provides reproductive health solutions services.']",[],['Voted Best gut health facility in Ghana for digestive treatment and services from 2020 to 2023.'],,
Gutcare Specialist Clinic,,[],"['Offers gut cleansing therapy', 'Provides plant-based nutrition therapy', 'Conducts therapeutic massage', 'Performs colon hydrotherapy', 'Utilizes medical herbs therapy']",[],"['Specializes in gastroenterology', 'Operates as a naturopathic clinic']",,
Gwollu Hospital,,['internalMedicine'],[],[],[],,
"Gwollu Hospital, Sissala West District, Gwo, Ghana",Sissala West District,['internalMedicine'],[],[],"['Open 24/7 (Always open)', 'Offers curbside pickup']",,
Gyanwah Memorial Maternity Home,Western,['gynecologyAndObstetrics'],[],[],"['Registered with GhanaYello since 12 April 2018', 'Listed in Doctors and Clinics, Health Care, Pregnancy and Child Birth, Maternity Services, and Maternity Homes categories on GhanaYello']",,
Habibi Herbal Hospital,,"['internalMedicine', 'infectiousDiseases']","['Provides treatment for immune system regeneration', 'Treats hepatitis', 'Treats stroke', 'Treats prostate cancer']",[],"['Specializes in the treatment of immune system regeneration', 'Specializes in the treatment of hepatitis', 'Specializes in the treatment of stroke', 'Specializes in the treatment of prostate cancer']",,
Hahnemann Center for Homeopathy,,[],[],[],"['Operates as a homeopathic hospital', 'Specializes in homeopathy']",,
Happy Hospital,,['internalMedicine'],[],[],"['Private healthcare center located in Berekum, Ghana', 'Open 24/7', 'Provides good and quality healthcare to people from all works of life']",,
"Hashem Private Dental Clinic, Akosombo, Atimpoku",,['dentistry'],['Offers teeth whitening services'],[],[],,
"HASS West Africa Hearing Centre, Kaneshie opposite Cocoa Clinic, Accra, Ghana",,[],['Offers ENT services'],[],['Specializes in otolaryngology'],,
Health And Happiness Herbal Center,,['internalMedicine'],[],[],['Offers treatment for chronic contagious conditions'],,
Health Plus Clinic,,"['internalMedicine', 'familyMedicine']",[],[],"['Offers family care services', 'Provides occupational health services']",,
Health Quest Medical Laboratory,,['pathology'],['Provides diagnostic services'],['Uses cutting-edge technology'],"['Dedicated to providing accurate and reliable diagnostic services', 'Delivers timely diagnostic results to support informed healthcare decisions']",,
HealthLink Hospital,,"['dentistry', 'gynecologyAndObstetrics', 'generalSurgery', 'nephrology', 'pediatrics', 'cardiology', 'radiology', 'internalMedicine']","['Performs root canal treatment', 'Performs surgical tooth extraction', 'Provides tooth whitening', 'Provides dental bridging', 'Offers same-day surgeries in gynecology and women’s health, including colposcopy, LEEP and circumcision for newborns', 'Performs urological, orthopaedic, gynecological and general surgeries', 'Provides dialysis treatment for kidney disease', 'Performs ultrasound scanning and vascular Doppler examinations', 'Provides vaccination services for children and adults', 'Conducts audiometry testing and hearing assessments', 'Fits hearing aids and cochlear implants', 'Offers speech-language therapy', 'Offers executive health screening including prostate screening and cervical/breast screening', 'Conducts medical check-ups and health screenings', 'Provides Medevac (medical evacuation) services', 'Provides eye care with laser interventions', 'Provides pediatric health services and child development assessments']","['High-end ultrasound and vascular Doppler diagnostic equipment', 'Ultrasound scanner capable of abdomino-pelvic, obstetric, musculoskeletal, gynecological, scrotal, urological, cardiac, transcranial and vascular Doppler examinations', 'Dialysis machines used in the dialysis clinic', 'Cochlear implants and hearing aids provided at the facility', 'Laser eye intervention equipment for eye care', 'Well-equipped laboratory operated by qualified biomedical scientists', 'Centralised medical gas system', 'HEPA-filtered central air conditioning system']","['Provides 24/7 services', 'Follows international standards for infection prevention and control', 'Has same-day surgery capability in gynecology, urology, orthopaedics and general surgery', 'Includes specialist departments such as cardiology, surgery, urology, gynecology and obstetrics, endocrinology, neurology, neurosurgery, ENT and ophthalmology, interventional radiology, psychology, psychiatry, dietetics and physiotherapy', 'Offers Medevac, hospitalisation and repatriation planning', 'Has a vaccination unit with cold-chain management', 'Provides dental care and pediatric services', 'Offers eye care with laser interventions', 'Includes pediatric and child health services including pediatric development programs', 'Provides laboratory and radiology support with same-day reporting']",,
